loan_title,user_id,org_id,loan_package_id,package_name,brower_credit_score,amount,currency,status,amount_payable,principal_due,balance,penalty_due,charge_per_installment,no_of_installment,next_payment_date,payback_date,interest
EBKQDGTASVOWZNHUMFYJ,68,507,171,OUPGKHXIWZMSCDJTEFQY,1056,34000,TBGJRKYOZWSNPMUAEHQC,0,2754,50000,330,5000,686,YIOVXHGBESZFCNPKRWLU,28-October-2021,28-October-2021,1550
QVFCZTHYAWPXJGRELIBU,367,1483,121,VBFRCPKSMIZDNQELUJOT,1956,34000,FVESXQKCLOBJGIMUZRPD,2,2960,50000,405,5000,984,CQXELPMSGHVAZJNYTIRU,28-October-2021,28-October-2021,1217
WVZTHMAJSKYCRINOXGBL,104,1842,132,MAQULETCSYNJIZORPVWF,3494,34000,RJKCPNHLFXASMVDYWZOI,0,3574,50000,789,5000,276,XRNHQLSYFWAECGTMJOVB,28-October-2021,28-October-2021,1513
WRFYSBHXVMAIKCPEODLN,792,1518,161,BUCTAXONGKWSQLJFDYIP,3796,34000,LPJIOZNTMBSKVXRQWEGH,2,4047,50000,595,5000,395,WZAFKMGCIHLJNSRPVXDO,28-October-2021,28-October-2021,1478
ZWKEHQAUPGTVYFXNIBRD,482,1520,190,HATDPXJZNSQFVGICEBMO,1307,34000,TBJPSYDHQXGZVWEKOMNR,2,4985,50000,558,5000,954,YCUJGKHFQERSOTDXIWBN,28-October-2021,28-October-2021,1015
IPZTQODEKRHSUNXWGCVM,459,1049,151,EHIBWJNXYVRKZFSQDOML,2300,34000,NVDSEPMFOYXHGKZQTALJ,1,2781,50000,460,5000,686,GLZJEQHNWOTISPVUACRF,28-October-2021,28-October-2021,1775
WVRPYKZCTGLJNMXBQESD,761,840,185,PUZSLBHWTKMOJYDICFQG,1505,34000,KCXQNEVDLPWBYAMGFSUH,1,4933,50000,57,5000,319,AVFQEXHTODINRSKUBYPC,28-October-2021,28-October-2021,1499
ELPDYSGBAIFKQRMNXOCJ,84,1406,114,DVORXTMNLIGZYWAEBSQH,2724,34000,PZCOVIEHLWNDMUQKTGJY,0,3665,50000,154,5000,250,STLZFGPRBVKOWCUNHQJM,28-October-2021,28-October-2021,1937
WLMRPONBVJUGAYXCKQTE,353,951,187,URTSPLYZWAOVHMQKJEXB,1771,34000,VJYUOELQMNZCGTKSIXRD,0,4333,50000,858,5000,822,VMJCTKZORAQYLEUGXIBW,28-October-2021,28-October-2021,1578
ZHKSUWMBTEGYCDLXQAPR,723,1788,174,DUAPWKCVYONQMJTFSELG,2859,34000,AFHNCRBPGMVYIXUOZDWE,3,2312,50000,317,5000,459,OSYCXVGHJPBURMTIZWFK,28-October-2021,28-October-2021,1044
BUKNXPAMOYFZWRLVTGEH,438,1026,199,KXWBJMARFSQGECVUZYNH,3811,34000,NKQVATHYELWXBPJGRSOF,1,2622,50000,551,5000,812,YOPSLJCUANRDBKWXVTIG,28-October-2021,28-October-2021,1706
TSADMCGXPYNURQHFBOZW,967,1319,145,ZPHLEURSDOJQTWBXIVKN,3280,34000,STUGREWAXVPKOIDHBLQZ,2,2123,50000,275,5000,172,JHNOPIMEYZFVWAQUGDBC,28-October-2021,28-October-2021,1214
KGDQXABMOLYNCJSIEVZT,955,955,177,VUYNHGFXMEARKIDBQCSW,3709,34000,SXGZVIEYARKOQWTHNPJD,4,2753,50000,678,5000,346,SBQEFXURIWDNMCVJKTYP,28-October-2021,28-October-2021,1985
DLCOUNQYZAGRFWHXSBTJ,567,700,189,MRSQNDGUIEBLWCVTPJOK,3960,34000,NJOBUDPMHEQLTWKGIZYX,1,4407,50000,393,5000,57,DCUVBQKYPZFJMTSLRHNA,28-October-2021,28-October-2021,1880
ZTJMYIAWVOBNSXFREKQU,461,686,157,WXOBKUYQHNDACSEIGLPV,2527,34000,WYBPRUNELKJOVMGZCSAI,4,2183,50000,365,5000,321,XFOVGBPZNLITEMRQJCKY,28-October-2021,28-October-2021,1521
NRTHWCDAQKBOEXIVMUFJ,735,1020,100,UEGTMNKLWDPOQJXVIBHF,1298,34000,TNHQKPLXRAMGVFBUWOSY,1,4192,50000,130,5000,883,XKJCYRVULPIHSNFTZDOB,28-October-2021,28-October-2021,1024
CJKHTOZWGRDQVMIUEPXA,459,1543,133,KRJDXSZCOEAYTHPBQLMF,3838,34000,IDFLQPHNZRTWEGCJVOMK,3,2536,50000,684,5000,371,HUBKMYNWPCGDXFTQJSEL,28-October-2021,28-October-2021,1188
LGYHRAEJDZQWPSCIOKFX,328,928,190,UDTENPSMWZFHOKVJRXYA,3109,34000,CNOXTIYPSKFUBMHEVLQR,1,4695,50000,290,5000,871,VJKMGIWNHLADFSCOEQXT,28-October-2021,28-October-2021,1994
KWTDPZSGXYONFMJIERBH,138,1527,121,DPJOSVRKEAZQNCLUIGBM,2157,34000,NGXPUMEITRFHWZSKDQYA,3,3197,50000,407,5000,6,YWQJTXFAPHMNKVSCGBOU,28-October-2021,28-October-2021,1737
QDRFOTJPENLAGSIUVYZX,208,596,105,SFTDGXUHCLJNKWPRYVAB,2338,34000,HUMSXYQAIKTRNEPVGJOC,2,4035,50000,245,5000,529,NUSPFZACLGOWRHJYBXDV,28-October-2021,28-October-2021,1912
OUCGXYSNTPHDQWZRKVIA,153,1685,158,FQLZIUSATOKHYMWEDJPB,2096,34000,DSCILOZWTEUGAHBVXKRJ,1,3670,50000,468,5000,183,ADUHSCTFKMZOIPXQBEJW,28-October-2021,28-October-2021,1649
XWBMGNPRTYKCSFDAEZIL,793,1870,128,BONLTKFYAHEJXCZRDSIW,2755,34000,UKHFZNGJQBPSRTEYAWOL,1,3800,50000,522,5000,777,GIXFASTRONEKQUDHBWYM,28-October-2021,28-October-2021,1082
CZIFPQOAJRNUVXLSHTBM,37,1580,167,DCWRAFBHEQGVIYNXOUKZ,2343,34000,RJDULGPQCXEYIVBFWTSZ,2,3454,50000,176,5000,503,UZHJGBVMRAEQKLXPOICY,28-October-2021,28-October-2021,1889
TQRYADEOIJBUVHWNMFKP,362,1295,182,OCKWITHBVSAEYQPJUZLG,1833,34000,OJFPMXCTYELUADSGNZBI,0,3128,50000,157,5000,305,ZUFYKHBSEPGCVRQINATD,28-October-2021,28-October-2021,1090
VRYBKZWSMNHUXAIJCEDL,682,519,137,NFIUMVBDAHZSXOGJTELQ,1169,34000,NRUESKGXYVLBZOQIPCAF,2,2485,50000,255,5000,659,XYSCIDVTKHZLOBRFQAPM,28-October-2021,28-October-2021,1925
BSNJWTAIQKZPLUVMGHCY,741,1752,131,ROBSEJMFULGPDNHVXCTI,2190,34000,KSZLBUFAJXGWYMRTODCQ,1,4911,50000,753,5000,290,JOQWNCKAMFHGIRXEPZSD,28-October-2021,28-October-2021,1079
QSWKBDYCGAPHTNJZVXRO,370,693,110,PJYHNVSAXBRDLIFZCWME,3167,34000,RYJSHTNEDABVLFUKXZIQ,3,2746,50000,153,5000,200,EAWMYDXHUJZNBQTPSCVK,28-October-2021,28-October-2021,1895
BLETVJDXQHKWPIACUNYS,103,644,127,ILESODKVAZXQPRMYFCJB,1276,34000,BJUCEDYHIZMSKVTFGOPX,1,3449,50000,629,5000,799,KBRPGCHYEZOINAVXUWMT,28-October-2021,28-October-2021,1750
ZYNVMEPUHAKSTRGXDFBJ,395,654,187,YWCIGNBSEXJZFAMLKRHP,3065,34000,KPBGIYDVZRXFSHCJMAQL,3,2890,50000,519,5000,159,HKOTMAFJXZIGQSPBLRCD,28-October-2021,28-October-2021,1528
COGKLHZVBFMDRIUXNPYQ,105,554,137,ZTESDYXJWUICQFGMHNPV,2515,34000,OCZENAKFSQMTHUYBGXPV,1,4358,50000,488,5000,390,QHOXWDRVTYUCPKGZJABE,28-October-2021,28-October-2021,1473
VQHSDCJYNBTMFZLEIAOP,455,1153,108,MTOVFRKGHBYXPADUNJWZ,1942,34000,KBHWLNVOIPQZCADGTURS,0,2507,50000,10,5000,875,DSOYVFUHMWKXRGPQCZAJ,28-October-2021,28-October-2021,1924
PHZUYQKSMOLCWXTDIFJE,77,855,140,AIWVKSYPRLGBXCHMEFUO,1929,34000,GMURDCQHZTELBJVIXNWP,2,4046,50000,985,5000,673,ISKHRWDPMFXTAOGLNEYC,28-October-2021,28-October-2021,1287
JOWLGQFKEYRPVCSMNBDA,164,832,179,VBOMFRSADNYIGTWUPHZJ,3102,34000,BNVGZRPTJXEKWYIULSMH,2,3224,50000,496,5000,119,YATKLWJORPSMCBZQGINF,28-October-2021,28-October-2021,1430
DEFRXNQGWSTBAYJHCLIO,230,1879,160,UKNYOIRHEAPTDLFBQSMG,3802,34000,DKVSYUATNXBFRPEMHQJZ,1,2926,50000,459,5000,139,QUYMGVLIAPEKORCTWDXH,28-October-2021,28-October-2021,1221
VXZDOCFEWQPIAMKHURNY,524,575,128,EJPLAWQZSMFYRIVHBGNT,1387,34000,OVWFMZPXEQALURICGTND,2,3473,50000,593,5000,469,TAXGNHLPYCRZMBUQOFIS,28-October-2021,28-October-2021,1582
PMVBKNWEGRXCASZLIOTY,688,867,101,LEFUAWRVDQGNMHPKSBIO,3787,34000,LMWNUSZTPBXDQCJVRHEA,1,3164,50000,530,5000,784,VUISQGWPDKJCMTHBELOF,28-October-2021,28-October-2021,1848
YTHDLRNEKBIUVJAQOSWF,976,1390,190,QOSWPCGBZFIXMEVURKJY,3974,34000,GXQWYBNIHKZMFOSALTCV,3,4353,50000,469,5000,480,ILXEVRTDBSJFMGPYOCQZ,28-October-2021,28-October-2021,1308
DBXJVYEGTOCKNIWRLQPF,133,1239,190,GHDNIOELSBMVTUZWAKQX,1408,34000,POGHXUNWFYDATISCQEKM,3,4520,50000,171,5000,968,LINVQGCEMXPOAKWZRBFY,28-October-2021,28-October-2021,1254
GXRPUVFBTKLNHYCODIJA,229,1485,184,CLOJXSQKNADWIRMFBHET,1174,34000,HXZDEAPYJNOTGLRWCSMV,0,3958,50000,105,5000,786,JOZISAHCQTMYVELDPRFG,28-October-2021,28-October-2021,1902
AQZNKSLUIFPCHDEVTWBM,287,1620,120,LHGPSVZBWMAOITQJEXYR,2110,34000,ODULCQTMIRSZBWNPGFJH,1,2663,50000,528,5000,355,FEDOPHLKTZICNAJVMSWY,28-October-2021,28-October-2021,1118
LUPEMBJQDRKNYZVCAWHS,287,1433,178,VNBLKFIZAHQUTDJXWYOS,1050,34000,XQPCWAKEFLIJNGBYOHDU,0,2582,50000,436,5000,28,VFUNCDGJOMQPZYIWSBKL,28-October-2021,28-October-2021,1885
KEGQXHWNDOAYMFRUPIBC,744,579,133,INQRHFBWOLVCJXZEDGAK,1826,34000,KARESXGDCLOTZYJVFWHB,2,4302,50000,381,5000,536,CRBNUILEFGAPVOYDXKHM,28-October-2021,28-October-2021,1624
DAVRPMCJWKTHFNXQOSUZ,981,501,151,HAEOVBDYFTWRLQIUNKMJ,1613,34000,JMCSWRLYGOINXHVBQUAK,3,4165,50000,311,5000,855,OJDWLCVSHGMUZKQTXEYA,28-October-2021,28-October-2021,1957
EMJQPBOFYSIVGLWCHKAZ,894,1151,166,CFPIWAEODZJNVBSKHGLY,2080,34000,MAUTXLHPRJKDSNYEOWBZ,4,4725,50000,253,5000,527,GDXSRTMZIVYECBOJHKAN,28-October-2021,28-October-2021,1022
XAQFTHNLCZPMESKBOGYW,328,875,189,AGYFMCOIEHTRDBNXQWPK,3236,34000,TLQVRIWMBYZXNJUDECPH,4,2871,50000,680,5000,317,DZXTNGMQBVHFPLROECSA,28-October-2021,28-October-2021,1030
LSWYTHKMIBGFACJUZPVD,207,1678,127,BJMKOPSWFDRQYCLUZIXG,2073,34000,NTPGVZBKJUXMYQISWCED,4,2093,50000,917,5000,38,VOPYUTFRBELKXSMAZHNJ,28-October-2021,28-October-2021,1348
CHUPMOKGWTBXNVJEALQZ,474,896,142,WYBCFOKNSXERUIPLGAHZ,1081,34000,OFSYTZJHCENIQPLUGVRK,2,3338,50000,172,5000,944,KUOAXFSZJYNHMGQBLIED,28-October-2021,28-October-2021,1522
NMXIZBRKEHTSOFCWVQLG,999,1986,185,PEHCLNXAVZSGRYDMIOUF,1282,34000,RILQAWDHJUXECYOSNZBF,4,2435,50000,572,5000,916,JUZPYDKMRTCLSNHEIBOF,28-October-2021,28-October-2021,1697
PMNQUEBTIVYRFXHKOCZL,831,963,110,YGJBDFSQCANLZKIPUMVW,2049,34000,WBLPTCRGUSMKAJZYVOEN,0,3588,50000,757,5000,502,OHRFDQJBYPMESVUNLICZ,28-October-2021,28-October-2021,1507
RGZATWLHFPBVNJIOECSY,400,571,164,WGICXALHQBYOUEMRFDPZ,3795,34000,BOEPFNQJWCZLMUYRTKVD,2,3210,50000,259,5000,700,ZCPWUETYISXVGDJKHOMB,28-October-2021,28-October-2021,1948
GHERYXMVILPNFWSZUQDA,618,1807,131,LYBGMTQIVKZFWADNERHC,1724,34000,IJDBPWNVREYUASCOKGHX,1,2508,50000,644,5000,458,NYOXSPERAWTILQFZCKJU,28-October-2021,28-October-2021,1068
TEHSVMKCQNBGIPWFJZAX,969,737,197,KQXPACFOLZSDHMIWNYJV,3282,34000,SQIGVDABLTRKUNEJYCZX,4,3720,50000,71,5000,846,VLIZHWMXPNQGBECDSTFU,28-October-2021,28-October-2021,1289
ANRWDGBJZEKHMYIFVPUO,704,1343,123,JMQFZVADROBPLYUEKXNS,3478,34000,PITJCZEHDOUKQBXVAYMR,0,2205,50000,881,5000,123,ALIQUFBYRKMDSWOJTEHX,28-October-2021,28-October-2021,1815
JTGVXAKSDHQIMRNEYOLU,60,916,105,FYNHBWDKXAMGJLPOTCZR,3473,34000,NQKITDOHFCPYSRWZXABG,1,4719,50000,995,5000,807,JBRQTELNOXPKAGHYVSZU,28-October-2021,28-October-2021,1041
ONGTIEZBCHJRDWSUMXVK,715,1751,152,SGHMLYVKQPCTZUNAEOWI,2687,34000,KZVGHXRSMLCTYJWQAFED,2,2240,50000,565,5000,281,AWTCFIUHSONYXRVQEPDB,28-October-2021,28-October-2021,1490
XWUFMJCASOREZKDQVYIB,633,1187,136,ITCXGNBQSFEWZHJOKURD,2390,34000,XFRDTSJHYZWGQIBMNLVO,0,3624,50000,630,5000,440,AISMBFWRZCGNETQXODHJ,28-October-2021,28-October-2021,1468
AKVFYSCUWXEIGRNBOTPD,834,1913,166,XBGQKVZLMPRUHNSIWOAC,3393,34000,ZPAQKNJHUWEXFRMYSTVC,0,3507,50000,886,5000,292,ODKWHTYIEJMRQPXAZNLS,28-October-2021,28-October-2021,1851
BKXYRQNALWDECPUSZIGJ,28,1321,169,XWQNSKUIHFTCDEMZRBPJ,3466,34000,KFLGJZDXPHIUEQSTWORY,3,3686,50000,588,5000,476,VTKSGWXCOMILYFQNPEJB,28-October-2021,28-October-2021,1789
CQHPIWMXDBSTFEVNYJGR,930,1268,181,PHUTMKNCFXJYBRSLVQDI,1441,34000,ASTPGZBRXMLJOKDVCQFI,1,2466,50000,138,5000,296,IKBTDMGNSYQXLVZEFHOA,28-October-2021,28-October-2021,1741
GUMSFQPYRZHJIDELWNCK,310,1761,184,HKWNFBSMDCPVQXLRUEAO,1461,34000,ROHYDWJLBKTXCSPMUIFE,0,2267,50000,308,5000,976,HFUZIGSVLXECQAYBTPOW,28-October-2021,28-October-2021,1995
ZJMNAKOQWCLGSDHIVBEP,913,735,174,ZLOPSGKQUXNMERYBCIAF,2929,34000,LETOAKMJDGVNHRBZUSPW,1,2176,50000,252,5000,422,PUVHQTCDKFLZMISOYRAN,28-October-2021,28-October-2021,1024
BYMZUVCDSIKHFRNLWOPQ,191,661,187,RMVOBITLNCJYZQSAEUWG,1792,34000,WAINDHVZMPTEBLCOXGJY,3,2192,50000,186,5000,643,HSVIBMZJNCWTUYKRDGEX,28-October-2021,28-October-2021,1336
MGTIVKZQBDYLXHNSJAOR,13,1874,147,UGDBHEIAPZJMOXSKLCWQ,3115,34000,TBJRUKZGNAPHVXYLCOQS,4,3817,50000,538,5000,890,VNPDYRJUZMKXLTCEFIBG,28-October-2021,28-October-2021,1871
ZSBUNDLOXKGYPWEHTFRC,57,636,195,LHFXVJGPTOURZNSYBMCI,2810,34000,QFUWPGSRXNJHAKOEDZMC,1,2494,50000,466,5000,89,UIPOKVMWQNZCTRAHGDSL,28-October-2021,28-October-2021,1706
IMPNQOWAVYHTSFKBRLCG,17,1090,153,XIWFRKSGYEZHBLMOTDNA,3143,34000,KVNBEIZXHPRQOMAUGCLW,3,4112,50000,683,5000,717,LMXWZRHQKEVGJPIANBFC,28-October-2021,28-October-2021,1119
DHYXSQZNFWPROLAECJUM,338,1987,111,SXMAZJYQWLFDKOIEPNUG,2012,34000,XHJLATBGRCUPOZVKSWEQ,0,4056,50000,106,5000,412,BCUJPEOXSLVMKGTWHFNI,28-October-2021,28-October-2021,1412
XHRJTOGYZPQCDSKNABVE,809,869,120,CQTWRGPVBEYIUJMSOFXA,2046,34000,JHLCNQGMYRAFXDEZOTUI,1,2898,50000,33,5000,682,OTCLIWQZSFVDMXNHEAJR,28-October-2021,28-October-2021,1165
GRVXKMZETQBNJDYHOSLP,506,1453,192,NVTIECGKSPZLQYWOHFMD,1260,34000,EWGNASPFBJRVLIDUOKHZ,4,3123,50000,443,5000,623,RDTOKSZCEYQBJXMNVAWU,28-October-2021,28-October-2021,1542
MKTJNGWXFBEHROPYUZQL,453,1041,129,GECITZNBSURKQXPOMWLY,2093,34000,YQNHTIVUMECFRZSGJBWK,1,2346,50000,659,5000,479,RHCUTKVZDGXSYWOJEMPQ,28-October-2021,28-October-2021,1084
ZMOPETQGVSCWAHFXBLUI,957,1707,100,EDINFSTYOHUAWPZMVLQC,3777,34000,XTHJKIQSZMEVDWNYAURP,4,4286,50000,290,5000,70,PCTSGVHRXJAKUWQIDOMY,28-October-2021,28-October-2021,1584
KHICZJSTOQAXBNDGLWUM,2,1666,199,CKBMAHNGTZJRYVESXDOU,1098,34000,KXNJFHCOBGRWYIEUDMQS,3,3000,50000,653,5000,388,WQPFECNSOMARDHUGLYXT,28-October-2021,28-October-2021,1452
IPZUTHQGXFKNSEBRCWJO,7,1640,165,UWLECJVROQTZFGYPXADK,2932,34000,JUSTCBOQDAMZKWPVNIYL,1,2369,50000,862,5000,166,SDWFLITPHVUBYCAQRNMO,28-October-2021,28-October-2021,1645
XUTWODRSBKEPYZACNGQM,435,1312,186,PHJEQXCDAYFNUIKVLBRM,1623,34000,BQGZDPOYKWVESILUMFXJ,2,4979,50000,690,5000,877,RMLITVGUWNSYQXADFHEJ,28-October-2021,28-October-2021,1136
KSPOBYHXMCDTGRZEJQNA,615,551,159,ZJUWMCHDGKQNSLTFRIXE,2218,34000,RFPGCOBIXHVMJLKTAYZQ,1,2556,50000,563,5000,815,WPNZCXEHUDSFGKVTROYM,28-October-2021,28-October-2021,1316
CPMDLYBQRZESWVJKXUTO,873,527,147,LCEDFHZIPGYVRXKAUTBN,1831,34000,MKTERVBGFZULASQWXPNJ,0,3766,50000,343,5000,755,ORYQEJUNDMIFBASKZTPW,28-October-2021,28-October-2021,1273
GOBVSDAKQPWMJIZHNECR,459,1699,169,VJRFUDZEGNYITSLWQCKA,2441,34000,QOEGLNWSXIBRPZYTVMFD,4,2592,50000,238,5000,182,KSHDEJQZAVBRNXMFPWTI,28-October-2021,28-October-2021,1319
ZYTHSUJLIQCAFONVGEBX,203,1429,128,KXTWSJEBYNZROIFDGQMU,3283,34000,TONCXRFBLKZPMEGWUSHJ,3,3212,50000,834,5000,922,MTOLUYNBEXAGDCVKFIJS,28-October-2021,28-October-2021,1387
SDZCXHOERBJPFNGKTMWA,698,1577,167,ABTCGLPHRFYQXINEODVZ,2040,34000,NUEYWRGADBQXFLZCPJVK,1,3948,50000,878,5000,573,MKBEJHLQAYOTFXUCGWSN,28-October-2021,28-October-2021,1118
CDUGRBHYQNVAJPXTMFLK,533,1348,178,PMEHYJLSFUVQGCWNBDTZ,1704,34000,ZIUTLGEXKQPOHAJMNCRS,4,2748,50000,782,5000,499,HPKXGWSAVLOEYNFCZTJM,28-October-2021,28-October-2021,1072
OXZQLGYSKIVPMFTABHJU,881,969,123,TFVQNACWKBLYXPEOJUIG,1803,34000,TQSAZJOIFKEBXRMUGVLH,1,3657,50000,634,5000,926,QEYIAUHXNMVWPOFKZSGC,28-October-2021,28-October-2021,1931
AJUTKVPGLEBIDFNWSHXQ,181,1985,128,VXUMJKZLDTYFISCBWNQA,1255,34000,RINGDMLEHUWTKOPYQAVF,1,2465,50000,281,5000,57,DYWHUNKCOVJRZIMBSEFL,28-October-2021,28-October-2021,1729
ZAVMIFLKUTDYROSJEQGB,322,1036,109,MXNUSWBRHJYAETKOVCPG,1617,34000,JBRNHTFEWQKMSXODGZUC,0,4917,50000,588,5000,724,INVTFAWOGXKELCPMDBZU,28-October-2021,28-October-2021,1092
KLSCQDOHNJGRPTEWBZIF,971,1040,110,FWIDVNAQKCLJXPOMSGTY,1445,34000,OSQXPMCEIBNFKWDATGJZ,0,4468,50000,312,5000,995,DHZLTAJFBRVMYSEXNQWP,28-October-2021,28-October-2021,1808
PYHUINZTBKODLXWJFQMV,783,1371,142,INGQKEFURMSHOXPDJZTL,3321,34000,RXEYJOTWFGKHDIUNCVPA,2,2784,50000,784,5000,141,ZJELINBTXWPGCRUVHFOQ,28-October-2021,28-October-2021,1978
CZNIAQBOVTKXGFDYRWHP,298,575,192,HICTGXNRKWEOYVAQMBJD,3835,34000,IFSRDULWMTHAGVYBKJXC,0,4168,50000,189,5000,736,QTLCXWGFUPDYEJAMRKNO,28-October-2021,28-October-2021,1321
KVBTXLWGERQIUAPHDMSC,262,1906,110,AJBLNCSHRDIEGTXOKMPZ,2283,34000,YHTKVSGQBAPODCRLXZFJ,4,3255,50000,702,5000,907,IAQKGWFHMCYELUSVXDJB,28-October-2021,28-October-2021,1429
XOYTMRJAQVDKLFUSGZNI,501,1988,135,WLVNBCADOUHXEQGSYPZK,3706,34000,FVZNUGOKWTBEMHACRSJP,4,4554,50000,281,5000,785,ZGPMKAXHRODIQTUWVLYE,28-October-2021,28-October-2021,1076
XHKNQTGOVBWAZLSDIFJM,579,1581,162,HQTVXKEWGYUSPOFNRAJB,3892,34000,YQVZGSOPCFXDTLIJRUHK,2,2049,50000,139,5000,432,SIEKZAGNHXRULWMPVYOC,28-October-2021,28-October-2021,1210
NIZVUXMKTRHGFYBQLEAP,526,799,158,VYCLHQEIPUGXFRBONSWM,3104,34000,CEPWXRMVTAIUFJHGSYNB,4,3987,50000,46,5000,81,JYSZIPQFCNOHBEWRDUTM,28-October-2021,28-October-2021,1205
BCMPAHVOLXDRQGUKJTIS,224,1049,184,ZIKQRABCEUVHMLWDTJGX,1874,34000,QOVITEWZLYDCJAGUSPKH,4,2898,50000,643,5000,770,QXTRFLKUWDYCEHNVIGPA,28-October-2021,28-October-2021,1590
XIUEFSLBZKPQOVDAWYGR,646,939,169,AJFZDYPOMEQBCHTUNRSV,3645,34000,INFADPWMBCUXOYJTVQSH,1,2514,50000,339,5000,97,GBCTVDXLZJIYANKOEUQR,28-October-2021,28-October-2021,1151
GDOQFMWSRNPAVHTCIJLK,465,717,124,QATHMVEJIKXPWUSRLGCB,2265,34000,RBGWMPOEJVKIQTFAYCDL,0,3605,50000,407,5000,598,HKYTZBERQMDIAVXSOJNP,28-October-2021,28-October-2021,1804
MVPJOYBDRWTZIHGLSAQN,318,723,140,AYTKEMDNFGCXLVWPBJSO,3525,34000,WOYIQXNEGDRBMPZCSHFJ,0,4113,50000,743,5000,652,EBAIJXFOVDPQRZGCYWLU,28-October-2021,28-October-2021,1827
DELCUOWKNVSZIQGYXFHT,365,608,101,LXCJSKQBYADHVMRFUGNE,2553,34000,XTCYOBVEZAQMJLSIGFND,2,4774,50000,844,5000,678,ILFCGVJRWUNOHSTKADBX,28-October-2021,28-October-2021,1716
DZWEILFXJCKPVSQGBTRM,538,845,118,SJVBDRQGFTEIAMNPWYUL,2555,34000,QLJHNKGWCRTUDZBASIOE,3,2041,50000,733,5000,104,FAEHBJNIGSWZLQKVCYUO,28-October-2021,28-October-2021,1157
LPVJNBWKROYQSZXUGDIH,501,1439,159,MHKOVALUZXWIPCYNBEDR,2507,34000,YVKSJTZPFBQMDUAEWHIR,3,4929,50000,968,5000,799,BSDFVJUHLXZQMWKAPNEI,28-October-2021,28-October-2021,1563
SQJOLGWYMCFZRPIDANHE,225,614,134,SDJGNVRIQMPEBATOUZKF,1275,34000,AVEUQWNDGPJKOZMIRFHB,1,4780,50000,965,5000,469,DWIZNBTACPSGXOHMYRJK,28-October-2021,28-October-2021,1936
EXYDZPACMOSNQGFIWHBL,19,1403,151,CTUOMBJYEGNVKASPHWFQ,2784,34000,OCJFSGUZLAWHIXNDKMRE,2,3175,50000,861,5000,477,QXMJGWRCIFELTBKZSAOH,28-October-2021,28-October-2021,1142
FESKZMPTAONILVRHYGUD,244,529,149,ONKVWSMITPFZLGEHXYUQ,2168,34000,KBUOATYFECMQZPIHRWLD,4,2117,50000,823,5000,336,HDBAMNXEVFSOIYPJZLWC,28-October-2021,28-October-2021,1794
ROFNCLHUVKGJZXPYSEIW,230,1726,198,QBWXAYUGMJRVFOKSNHED,2969,34000,YZWJIFAOBXGLSVKHRPNT,4,2802,50000,950,5000,914,YRJUVFTZBWAKSPONLIGC,28-October-2021,28-October-2021,1364
CWBARTFJIEHYDKGMQVLZ,967,1979,159,BEJQFHGUTKLSWAYNCDIR,2018,34000,NMEWBLORIFQDVJXTKGUZ,2,3596,50000,342,5000,269,MSIEWQHOGYVZUTFCPJLA,28-October-2021,28-October-2021,1647
XAMVHRJQWZLTOINDUYSE,709,507,161,ZGSWEYMOCKDHLFIXVAQJ,1277,34000,FAGKVHNQDIURYMSLJOXP,2,4081,50000,419,5000,958,UFYQGBTRVLMASPXCWDEZ,28-October-2021,28-October-2021,1019
WBMJZPSRTCEGDVHLXAIQ,641,959,153,BWJQAXRHOYSILEVFCUGK,1560,34000,JKCPRZDAXQGYWLFTBOHS,3,4816,50000,188,5000,789,KIXBYDFGWVQNEOPRTSAL,28-October-2021,28-October-2021,1779
ATDEIJOXRUYQGNCVKWHM,420,1989,125,WZLXJOVCSYMDFHENGPUQ,1000,34000,TCBJVRONZPDAEQLHSYWF,2,2058,50000,969,5000,20,OEIXFGUCSDLWPRYMTNVK,28-October-2021,28-October-2021,1080
MZDXWJYOIUKABSLPRCNG,445,960,179,FLZVXHDUQYOINJRCKWAS,3770,34000,IGWAMBYHVQRSXKCLDFPN,1,4619,50000,112,5000,256,MFJZCXSBGDNEUHTWLVRA,28-October-2021,28-October-2021,1537
DYVQAOLNTSHECKZRMUFX,461,1855,194,UJLIDOZSTMKCHGQEAWNV,2205,34000,JACYHDWBUSXOELFZGMPN,3,2387,50000,183,5000,725,KEPUIGQWOMJLSTZCDABR,28-October-2021,28-October-2021,1240
PIUOYKSEWMCHZRVXGFBT,630,1775,187,VRZBHOTKYCXJAPQESMGU,3779,34000,WOEKLQNMFPCGVURSAXDY,2,4186,50000,269,5000,770,XAWPJTBFQCONESZYDRVL,28-October-2021,28-October-2021,1713
DCAPLZNJQXYRMUGFOTHV,809,1885,191,LBJDSCHEYQVIOAFGMXWK,3873,34000,OEHWMNRCISGPJTYVUQFB,1,3787,50000,133,5000,145,PHDGROLFBUVNSMAQIJYX,28-October-2021,28-October-2021,1257
YVPRLMSDUXWOJIFTBZGK,570,1257,126,HIKONQBWUXFYCDVGAJPE,3648,34000,PSRDLUNEOGKIFQXBVYZM,3,3107,50000,666,5000,510,UFNSECXIVLRKWZDOMJBQ,28-October-2021,28-October-2021,1384
UJFTYEMSZACOBVDPWQXH,431,1114,162,PLCZWRKYJFXITBDEVGUH,1446,34000,ZONFIVQPCWXUAJBDGMEH,4,3763,50000,974,5000,173,CVIZOEALSFMBUGHYJKDW,28-October-2021,28-October-2021,1176
